ax,ay,az,gx,gy,gz
-1668,-19424,5012,-1585,22195,-19549
6928,-8396,4928,773,3646,-15034
14916,-16880,8976,-1089,-9193,11634
4756,-12256,4728,2928,-4741,21231
96,-8156,5844,-2949,-9294,17460
-4516,-16436,1908,970,-23694,11920
480,-16892,3464,-7487,12305,-8963
3308,-18040,2048,-5766,14056,-22402
9892,-12036,6524,-3018,5740,-15283
5136,-5256,1212,-1903,6936,-8582
9324,-10284,9256,3596,7938,-11146
24980,-11616,18228,-2029,4950,4445
12624,-13336,8676,-3123,-1619,17602
5128,-8188,2620,1404,-2933,25410
2164,-14068,-1020,-270,14763,2165
-956,-8332,4276,-2179,21,6667
-2832,-15720,8788,-3952,2283,18716
-14180,-16284,6716,6159,-2238,6749
-13928,-20172,6484,-5366,2266,-12279
-4308,-12636,3848,-2171,-8151,-12383
-204,-6920,1188,1763,-2180,-7416
2756,-14216,2272,-4786,-8061,-6718
1912,-15076,5128,-73,8285,-2514
2928,-17504,3260,-451,2628,816
3008,-15128,3644,336,4445,5254
2168,-6776,3044,-1148,8089,12672
960,-10364,4768,-2267,-7902,7546
1544,-8948,5788,631,-15048,9919
-616,-24912,5236,-4634,-15264,7296
352,-16424,9912,2509,-2259,2641
-648,-16048,2656,-4711,23891,-11070
1936,-11140,7844,962,9635,-9923
4360,-9720,-148,3961,-103,-11115
10608,-16392,10544,5648,6817,-7260
12188,-24584,14384,-6722,-4375,8553
4964,-18476,8436,-662,-1581,14451
-1676,-9684,6632,876,-9119,16964
1288,-9696,1616,-137,-22543,9667
-1440,-14268,7656,-1606,5690,2528
14080,-16704,4608,385,-7449,-7736
15332,-24208,11516,-2785,1674,5625
8836,-15924,5560,163,-1545,11350
2812,-11788,4368,1788,-3220,17781
-516,-9204,3784,-721,-10658,15666
-5420,-22608,4092,-5195,-10037,5734
-2172,-22732,5952,-5257,15759,-14432
6152,-11424,3640,-7524,16865,-21659
7968,-4828,5316,8170,2755,-14656
15160,-11588,7140,3367,16620,-9152
14564,-17772,11760,-2473,-13390,12622
5908,-16200,8124,-589,3852,18370
4796,-2732,5796,1898,17712,-21458
11184,-9612,1624,1265,-8547,-23158
23840,-8720,24748,-6320,10602,1446
14172,-10144,7548,-3267,328,14537
4308,-12056,6796,-6899,-7159,28645
-3480,-7644,1980,202,-22592,22165
-5920,-25528,6852,-4475,-9163,6321
-156,-20236,3320,-7478,4990,-9409
-308,-13904,4204,-407,30011,-20252
-1544,-7976,3772,3021,-7311,-11984
7604,-17764,6964,-2911,6726,-12399
17820,-24340,12720,-3856,-2849,3076
7260,-19016,6008,-45,-2132,14876
2840,-1748,5852,421,5477,-24875
8840,-13976,1100,-2159,3937,-19161
21756,-16236,22348,-7500,-1465,5287
9392,-16624,2920,201,-269,9754
3944,-10264,2820,-4015,-7073,19076
3624,-10252,8620,12350,-10981,23374
-2612,-15844,4124,-2141,-8859,7493
-3564,-16712,6104,-7510,9385,-11695
2236,-15196,2880,-6810,19933,-23100
3500,-5880,6164,1508,2740,-14081
10896,-10192,6868,5000,1383,-13436
21080,-11664,20152,-2633,3141,1692
-2280,-22096,5092,-409,-21497,13469
-1932,-16944,5884,-1647,6556,-5607
-2104,-11684,4240,2194,28971,-20286
6708,-12868,13060,20786,-20388,-29486
18492,-5880,25992,4237,20053,-18806
11724,-4668,15388,-8869,-6758,8559
8136,-9188,6796,-10723,-4792,20754
1432,-7296,4588,-8860,-8600,25447
-3044,-24428,7556,-1795,-27250,21711
-536,-16880,2124,-1673,1147,-3650
-232,-18328,5060,-2135,20675,-25285
5592,-8408,6764,5547,7334,-16636
3908,-8280,7344,-6683,-11132,15000
-788,-9800,4696,-7816,-6325,16771
-3240,-22204,-4244,-400,-2092,8012
3312,-18968,3004,931,3745,-7819
460,-15228,4468,-3778,17057,-9646
-3280,-6636,4096,-253,17138,-4292
1592,-26512,3800,-4655,1074,-2115
4132,-28304,7880,-1708,-1353,9206
-1992,-20144,5056,1604,4632,7787
-2736,-5956,3380,2291,-24393,229
4944,-15088,-1544,-2750,-12465,-1164
4352,-14304,6628,-4126,7201,-4592
7648,-13308,4404,-438,660,16900
-2700,-9640,3064,-1649,-12740,16707
-224,-20040,3512,8441,-20611,18228
-844,-15088,6964,-1731,5941,-1962
-340,-18076,5212,-4137,26821,-23823
3396,-8704,8424,1383,5771,-16326
7360,-7256,2608,4671,3872,-16404
17764,-17380,16080,-3480,4912,-1392
14228,-18624,12340,1769,-10772,14214
3060,-9844,7648,3494,4468,19836
-732,-7912,6756,1118,-19155,19834
-268,-19524,5120,-5569,-10273,10249
124,-18972,5336,-7289,11389,-9624
-396,-5728,6200,-1032,-7630,21674
-2580,-22660,4144,271,-29180,16214
584,-14524,7480,-4203,9814,-5183
1812,-17608,3344,-6480,16933,-20990
8984,-11296,8908,-160,13505,-18471
6228,-3188,232,70,-2715,-4206
9932,-13624,12048,5991,11237,-9281
20156,-16560,17236,-2453,-1239,855
13500,-15124,8844,1724,-1472,7663
3212,-9736,5776,3172,906,18501
168,-8572,5880,-462,-16769,18440
-592,-25488,7748,-3011,-16857,15583
-164,-21208,4932,-6685,8639,-8688
-2424,-21336,5404,-7621,12132,-18228
1260,-13412,8084,3108,28127,-25923
636,-7552,1388,6580,-7367,-22211
14352,-5332,15572,5223,11646,-12450
20260,-8024,22668,-6232,-4176,8403
14104,-9968,12692,-5208,-3732,18465
3300,-9044,6212,1795,-6696,29077
596,-14032,7056,3760,-24836,25477
-880,-14988,2252,-2934,5902,4746
-3456,-20084,5016,-9933,17225,-18097
3080,-14180,5088,1464,28499,-18999
-7376,716,-1496,7938,2680,-19038
12440,-14928,3044,-2700,-4233,-6226
136,-17112,2976,-9388,3905,-741
-392,-18192,4216,-3540,15246,-11726
1500,-4964,7664,-614,18383,-18875
4328,-14580,4884,4135,-6275,-14289
25308,-14380,19288,-3313,11335,3864
4612,-15816,3404,2581,1201,15291
